ano_criacao_processo;numero_processo_formatado;numero_contrato;descricao_tipo_de_contrato;procedimento_contratacao_detalhamento_1;edital_retificacao_arquivos;contrato_termoaditivo_arquivos;numero_parecer_juridico
2025;1031018 000755/2025;9481153;Serviço;Dispensa de Licitação - Por valor;;https://www1.compras.mg.gov.br/contrato/gestaocontratos/arquivosContrato.html?idContrato=198969;
2025;1031018 000756/2025;0;;Dispensa de Licitação - Por valor;;;
2025;1031018 000760/2025;0;;Dispensa de Licitação - Por valor;;;
2025;1031018 000761/2025;0;;Dispensa de Licitação - Por valor;;;
2025;1031018 000762/2025;0;;Dispensa de Licitação - Por valor;;;
2025;1031018 000763/2025;9481840;Serviço;Dispensa de Licitação - Por valor;;https://www1.compras.mg.gov.br/contrato/gestaocontratos/arquivosContrato.html?idContrato=199207;
2025;1031018 000764/2025;0;;Dispensa de Licitação - Por valor;;;
2025;1031018 000767/2025;0;;Dispensa de Licitação - Por valor;;;
2025;1031018 000768/2025;0;;Dispensa de Licitação - Por valor;;;
2025;1031018 000769/2025;0;;Pregão;https://www1.compras.mg.gov.br/processocompra/processo/consultaEditalRetificaoProcesso.html?metodo=visualizarEditalRetificao&id=637525;;392,0
2025;1031018 000770/2025;0;;Dispensa de Licitação - Por valor;;;
2025;1031018 000771/2025;0;;Dispensa de Licitação - Por valor;;;
2025;1031018 000772/2025;0;;Registro de preços realizado no SIRP;;;
2025;1031018 000773/2025;9481837;Serviço;Pregão;https://www1.compras.mg.gov.br/processocompra/processo/consultaEditalRetificaoProcesso.html?metodo=visualizarEditalRetificao&id=637639;https://www1.compras.mg.gov.br/contrato/gestaocontratos/arquivosContrato.html?idContrato=199205;366,0
2025;1031018 000773/2025;9481850;Serviço;Pregão;https://www1.compras.mg.gov.br/processocompra/processo/consultaEditalRetificaoProcesso.html?metodo=visualizarEditalRetificao&id=637639;https://www1.compras.mg.gov.br/contrato/gestaocontratos/arquivosContrato.html?idContrato=199224;366,0
2025;1031018 000775/2025;0;;Dispensa de Licitação - Por valor;;;
2025;1031018 000776/2025;0;;Dispensa de Licitação - Por valor;;;
2025;1031018 000777/2025;9481842;Serviço;Dispensa de Licitação - Por valor;;https://www1.compras.mg.gov.br/contrato/gestaocontratos/arquivosContrato.html?idContrato=199209;
2025;1031018 000778/2025;0;;Dispensa de Licitação - Por valor;;;
2025;1031018 000779/2025;9490806;Obra;Concorrência;https://www1.compras.mg.gov.br/processocompra/processo/consultaEditalRetificaoProcesso.html?metodo=visualizarEditalRetificao&id=637734;https://www1.compras.mg.gov.br/contrato/gestaocontratos/arquivosContrato.html?idContrato=201498;395,0
2025;1031018 000780/2025;0;;Dispensa de Licitação - Por valor;;;
2025;1031018 000781/2025;0;;Dispensa de Licitação - Por valor;;;
2025;1031018 000782/2025;0;;Dispensa de Licitação - Por valor;;;
2025;1031018 000783/2025;0;;Dispensa de Licitação - Por valor;;;
2025;1031018 000784/2025;0;;Dispensa de Licitação - Por valor;;;
2025;1031018 000785/2025;9481184;Serviço e Fornecimento;Registro de preços realizado no SIRP;;https://www1.compras.mg.gov.br/contrato/gestaocontratos/arquivosContrato.html?idContrato=198997;
2025;1031018 000786/2025;9490314;Serviço;Inexigibilidade;;https://www1.compras.mg.gov.br/contrato/gestaocontratos/arquivosContrato.html?idContrato=200837;374,0
2025;1031018 000787/2025;0;;Dispensa de Licitação - Por valor;;;
2025;1031018 000788/2025;0;;Dispensa de Licitação - Por valor;;;
2025;1031018 000789/2025;0;;Dispensa de Licitação - Por valor;;;
2025;1031018 000790/2025;9481258;Serviço e Fornecimento;Registro de preços realizado no SIRP;;https://www1.compras.mg.gov.br/contrato/gestaocontratos/arquivosContrato.html?idContrato=199037;
2025;1031018 000791/2025;0;;Dispensa de Licitação - Por valor;;;
2025;1031018 000792/2025;0;;Dispensa de Licitação - Por valor;;;
2025;1031018 000794/2025;0;;Dispensa de Licitação - Por valor;;;
2025;1031018 000795/2025;0;;Dispensa de Licitação - Por valor;;;
2025;1031018 000796/2025;0;;Registro de preços realizado no SIRP;;;
2025;1031018 000797/2025;0;;Registro de preços realizado no SIRP;;;
2025;1031018 000798/2025;0;;Registro de preços realizado no SIRP;;;
2025;1031018 000800/2025;0;;Registro de preços realizado no SIRP;;;
2025;1031018 000801/2025;0;;Dispensa de Licitação - Por valor;;;
2025;1031018 000802/2025;0;;Dispensa de Licitação - Por valor;;;
2025;1031018 000804/2025;9490506;Serviço;Pregão;https://www1.compras.mg.gov.br/processocompra/processo/consultaEditalRetificaoProcesso.html?metodo=visualizarEditalRetificao&id=638630;https://www1.compras.mg.gov.br/contrato/gestaocontratos/arquivosContrato.html?idContrato=200866;397,0
2025;1031018 000805/2025;0;;Registro de preços realizado no SIRP;;;
2025;1031018 000806/2025;0;;Registro de preços realizado no SIRP;;;
2025;1031018 000807/2025;0;;Dispensa de Licitação - Por valor;;;
2025;1031018 000808/2025;0;;Dispensa de Licitação - Por valor;;;
2025;1031018 000809/2025;0;;Pregão;https://www1.compras.mg.gov.br/processocompra/processo/consultaEditalRetificaoProcesso.html?metodo=visualizarEditalRetificao&id=638786;;406,0
2025;1031018 000810/2025;0;;Dispensa de Licitação - Por valor;;;
2025;1031018 000811/2025;0;;Dispensa de Licitação - Por valor;;;
2025;1031018 000812/2025;9490903;Serviço;Inexigibilidade;;https://www1.compras.mg.gov.br/contrato/gestaocontratos/arquivosContrato.html?idContrato=201917;384,0
2025;1031018 000813/2025;0;;Dispensa de Licitação - Por valor;;;
2025;1031018 000814/2025;9485477;Serviço;Inexigibilidade;;https://www1.compras.mg.gov.br/contrato/gestaocontratos/arquivosContrato.html?idContrato=199765;387,0
2025;1031018 000815/2025;9483094;Serviço;Inexigibilidade;;https://www1.compras.mg.gov.br/contrato/gestaocontratos/arquivosContrato.html?idContrato=199491;380,0
2025;1031018 000816/2025;0;;Dispensa de Licitação - Por valor;;;
2025;1031018 000817/2025;9485512;Serviço;Inexigibilidade;;https://www1.compras.mg.gov.br/contrato/gestaocontratos/arquivosContrato.html?idContrato=199768;385,0
2025;1031018 000818/2025;0;;Registro de preços realizado no SIRP;;;
2025;1031018 000819/2025;0;;Dispensa de Licitação - Por valor;;;
2025;1031018 000820/2025;9485501;Serviço;Inexigibilidade;;https://www1.compras.mg.gov.br/contrato/gestaocontratos/arquivosContrato.html?idContrato=199766;381,0
2025;1031018 000821/2025;0;;Dispensa de Licitação - Por valor;;;
2025;1031018 000822/2025;9493189;Serviço;Pregão;https://www1.compras.mg.gov.br/processocompra/processo/consultaEditalRetificaoProcesso.html?metodo=visualizarEditalRetificao&id=638938;https://www1.compras.mg.gov.br/contrato/gestaocontratos/arquivosContrato.html?idContrato=208597;403,0
2025;1031018 000822/2025;9493199;Serviço e Fornecimento;Pregão;https://www1.compras.mg.gov.br/processocompra/processo/consultaEditalRetificaoProcesso.html?metodo=visualizarEditalRetificao&id=638938;https://www1.compras.mg.gov.br/contrato/gestaocontratos/arquivosContrato.html?idContrato=208698;403,0
2025;1031018 000823/2025;9485518;Serviço;Inexigibilidade;;https://www1.compras.mg.gov.br/contrato/gestaocontratos/arquivosContrato.html?idContrato=199769;422,0
2025;1031018 000824/2025;9489234;Locação de imóveis;Inexigibilidade;;https://www1.compras.mg.gov.br/contrato/gestaocontratos/arquivosContrato.html?idContrato=200399;382,0
2025;1031018 000825/2025;9490311;Locação de imóveis;Inexigibilidade;;https://www1.compras.mg.gov.br/contrato/gestaocontratos/arquivosContrato.html?idContrato=200817;408,0
2025;1031018 000827/2025;0;;Registro de preços realizado no SIRP;;;
2025;1031018 000828/2025;0;;Dispensa de Licitação - Por valor;;;
2025;1031018 000832/2025;0;;Registro de preços realizado no SIRP;;;
2025;1031018 000833/2025;0;;Registro de preços realizado no SIRP;;;
2025;1031018 000834/2025;0;;Dispensa de Licitação - Por valor;;;
2025;1031018 000835/2025;9493188;Serviço;Pregão;https://www1.compras.mg.gov.br/processocompra/processo/consultaEditalRetificaoProcesso.html?metodo=visualizarEditalRetificao&id=639149;https://www1.compras.mg.gov.br/contrato/gestaocontratos/arquivosContrato.html?idContrato=208577;440,0
2025;1031018 000835/2025;9493190;Serviço;Pregão;https://www1.compras.mg.gov.br/processocompra/processo/consultaEditalRetificaoProcesso.html?metodo=visualizarEditalRetificao&id=639149;https://www1.compras.mg.gov.br/contrato/gestaocontratos/arquivosContrato.html?idContrato=208598;440,0
2025;1031018 000835/2025;9493198;Serviço;Pregão;https://www1.compras.mg.gov.br/processocompra/processo/consultaEditalRetificaoProcesso.html?metodo=visualizarEditalRetificao&id=639149;https://www1.compras.mg.gov.br/contrato/gestaocontratos/arquivosContrato.html?idContrato=208697;440,0
2025;1031018 000835/2025;9493200;Serviço;Pregão;https://www1.compras.mg.gov.br/processocompra/processo/consultaEditalRetificaoProcesso.html?metodo=visualizarEditalRetificao&id=639149;https://www1.compras.mg.gov.br/contrato/gestaocontratos/arquivosContrato.html?idContrato=208717;440,0
2025;1031018 000836/2025;0;;Registro de preços realizado no SIRP;;;
2025;1031018 000837/2025;9493172;Serviço;Pregão;https://www1.compras.mg.gov.br/processocompra/processo/consultaEditalRetificaoProcesso.html?metodo=visualizarEditalRetificao&id=639226;https://www1.compras.mg.gov.br/contrato/gestaocontratos/arquivosContrato.html?idContrato=208357;430,0
2025;1031018 000837/2025;9493173;Serviço;Pregão;https://www1.compras.mg.gov.br/processocompra/processo/consultaEditalRetificaoProcesso.html?metodo=visualizarEditalRetificao&id=639226;https://www1.compras.mg.gov.br/contrato/gestaocontratos/arquivosContrato.html?idContrato=208377;430,0
2025;1031018 000837/2025;9493176;Serviço;Pregão;https://www1.compras.mg.gov.br/processocompra/processo/consultaEditalRetificaoProcesso.html?metodo=visualizarEditalRetificao&id=639226;https://www1.compras.mg.gov.br/contrato/gestaocontratos/arquivosContrato.html?idContrato=208379;430,0
2025;1031018 000837/2025;9493193;Serviço;Pregão;https://www1.compras.mg.gov.br/processocompra/processo/consultaEditalRetificaoProcesso.html?metodo=visualizarEditalRetificao&id=639226;https://www1.compras.mg.gov.br/contrato/gestaocontratos/arquivosContrato.html?idContrato=208618;430,0
2025;1031018 000838/2025;0;;Pregão;https://www1.compras.mg.gov.br/processocompra/processo/consultaEditalRetificaoProcesso.html?metodo=visualizarEditalRetificao&id=639228;;413,0
2025;1031018 000840/2025;0;;Pregão;https://www1.compras.mg.gov.br/processocompra/processo/consultaEditalRetificaoProcesso.html?metodo=visualizarEditalRetificao&id=639234;;421,0
2025;1031018 000841/2025;0;;Pregão;https://www1.compras.mg.gov.br/processocompra/processo/consultaEditalRetificaoProcesso.html?metodo=visualizarEditalRetificao&id=639236;;450,0
2025;1031018 000842/2025;0;;Dispensa de Licitação - Por valor;;;
2025;1031018 000845/2025;0;;Dispensa de Licitação - Por valor;;;
2025;1031018 000846/2025;0;;Dispensa de Licitação - Por valor;;;
2025;1031018 000848/2025;0;;Pregão;https://www1.compras.mg.gov.br/processocompra/processo/consultaEditalRetificaoProcesso.html?metodo=visualizarEditalRetificao&id=639544;;396,0
2025;1031018 000849/2025;0;;Dispensa de Licitação - Por valor;;;
2025;1031018 000850/2025;9494700;Serviço;Pregão;https://www1.compras.mg.gov.br/processocompra/processo/consultaEditalRetificaoProcesso.html?metodo=visualizarEditalRetificao&id=639733;https://www1.compras.mg.gov.br/contrato/gestaocontratos/arquivosContrato.html?idContrato=211097;452,0
2025;1031018 000853/2025;0;;Dispensa de Licitação - Por valor;;;
2025;1031018 000855/2025;0;;Pregão;https://www1.compras.mg.gov.br/processocompra/processo/consultaEditalRetificaoProcesso.html?metodo=visualizarEditalRetificao&id=639868;;404,0
2025;1031018 000856/2025;0;;Dispensa de Licitação - Por valor;;;
2025;1031018 000857/2025;0;;Dispensa de Licitação - Por valor;;;
2025;1031018 000858/2025;0;;Dispensa de Licitação - Por valor;;;
2025;1031018 000859/2025;0;;Dispensa de Licitação - Por valor;;;
2025;1031018 000860/2025;0;;Dispensa de Licitação - Por valor;;;
2025;1031018 000861/2025;0;;Dispensa de Licitação - Por valor;;;
2025;1031018 000862/2025;0;;Dispensa de Licitação - Por valor;;;
2025;1031018 000863/2025;9488801;Serviço;Dispensa de Licitação - Por valor;;https://www1.compras.mg.gov.br/contrato/gestaocontratos/arquivosContrato.html?idContrato=200079;
2025;1031018 000864/2025;0;;Pregão;https://www1.compras.mg.gov.br/processocompra/processo/consultaEditalRetificaoProcesso.html?metodo=visualizarEditalRetificao&id=640292;;411,0
2025;1031018 000865/2025;0;;Dispensa de Licitação - Por valor;;;
2025;1031018 000866/2025;9490235;Fornecimento;Registro de preços não realizado no SIRP;;https://www1.compras.mg.gov.br/contrato/gestaocontratos/arquivosContrato.html?idContrato=200577;
2025;1031018 000867/2025;0;;Dispensa de Licitação - Por valor;;;
2025;1031018 000869/2025;0;;Dispensa de Licitação - Por valor;;;
2025;1031018 000870/2025;0;;Registro de preços realizado no SIRP;;;
2025;1031018 000871/2025;9483108;Serviço e Fornecimento;Registro de preços realizado no SIRP;;https://www1.compras.mg.gov.br/contrato/gestaocontratos/arquivosContrato.html?idContrato=199514;
2025;1031018 000872/2025;9493145;Fornecimento;Pregão;https://www1.compras.mg.gov.br/processocompra/processo/consultaEditalRetificaoProcesso.html?metodo=visualizarEditalRetificao&id=640360;https://www1.compras.mg.gov.br/contrato/gestaocontratos/arquivosContrato.html?idContrato=208077;399,0
2025;1031018 000873/2025;9485585;Serviço e Fornecimento;Registro de preços não realizado no SIRP;;https://www1.compras.mg.gov.br/contrato/gestaocontratos/arquivosContrato.html?idContrato=199825;
2025;1031018 000874/2025;9484147;Serviço;Registro de preços não realizado no SIRP;;https://www1.compras.mg.gov.br/contrato/gestaocontratos/arquivosContrato.html?idContrato=199598;
2025;1031018 000876/2025;0;;Dispensa de Licitação - Por valor;;;
2025;1031018 000877/2025;9485543;Serviço;Registro de preços não realizado no SIRP;;https://www1.compras.mg.gov.br/contrato/gestaocontratos/arquivosContrato.html?idContrato=199771;
2025;1031018 000878/2025;0;;Dispensa de Licitação - Por valor;;;
2025;1031018 000879/2025;0;;Dispensa de Licitação - Por valor;;;
2025;1031018 000882/2025;0;;Concorrência;https://www1.compras.mg.gov.br/processocompra/processo/consultaEditalRetificaoProcesso.html?metodo=visualizarEditalRetificao&id=640604;;415,0
2025;1031018 000883/2025;0;;Dispensa de Licitação - Por valor;;;
2025;1031018 000884/2025;9483924;Serviço e Fornecimento;Registro de preços realizado no SIRP;;https://www1.compras.mg.gov.br/contrato/gestaocontratos/arquivosContrato.html?idContrato=199551;
2025;1031018 000885/2025;0;;Registro de preços realizado no SIRP;;;
2025;1031018 000886/2025;9490732;Serviço;Registro de preços não realizado no SIRP;;https://www1.compras.mg.gov.br/contrato/gestaocontratos/arquivosContrato.html?idContrato=201137;
2025;1031018 000889/2025;0;;Registro de preços realizado no SIRP;;;
2025;1031018 000890/2025;0;;Dispensa de Licitação - Por valor;;;
2025;1031018 000891/2025;0;;Dispensa de Licitação - Por valor;;;
2025;1031018 000892/2025;9492450;Serviço;Pregão;https://www1.compras.mg.gov.br/processocompra/processo/consultaEditalRetificaoProcesso.html?metodo=visualizarEditalRetificao&id=640862;https://www1.compras.mg.gov.br/contrato/gestaocontratos/arquivosContrato.html?idContrato=204637;432,0
2025;1031018 000893/2025;9486891;Serviço;Inexigibilidade;;https://www1.compras.mg.gov.br/contrato/gestaocontratos/arquivosContrato.html?idContrato=199966;417,0
2025;1031018 000894/2025;9493147;Serviço;Concorrência;https://www1.compras.mg.gov.br/processocompra/processo/consultaEditalRetificaoProcesso.html?metodo=visualizarEditalRetificao&id=641042;https://www1.compras.mg.gov.br/contrato/gestaocontratos/arquivosContrato.html?idContrato=208137;433,0
2025;1031018 000895/2025;9492533;Serviço;Inexigibilidade;;https://www1.compras.mg.gov.br/contrato/gestaocontratos/arquivosContrato.html?idContrato=205077;426,0
2025;1031018 000896/2025;0;;Dispensa de Licitação - Por valor;;;
2025;1031018 000897/2025;0;;Dispensa de Licitação - Por valor;;;
2025;1031018 000898/2025;9488786;Serviço e Fornecimento;Dispensa de Licitação - Por valor;;https://www1.compras.mg.gov.br/contrato/gestaocontratos/arquivosContrato.html?idContrato=200057;
2025;1031018 000899/2025;0;;Dispensa de Licitação - Por valor;;;
2025;1031018 000902/2025;9486872;Serviço;Dispensa de Licitação - Por valor;;https://www1.compras.mg.gov.br/contrato/gestaocontratos/arquivosContrato.html?idContrato=199946;
2025;1031018 000903/2025;0;;Dispensa de Licitação - Por valor;;;
2025;1031018 000904/2025;0;;Registro de preços realizado no SIRP;;;
2025;1031018 000905/2025;0;;Dispensa de Licitação - Por valor;;;
2025;1031018 000906/2025;0;;Dispensa de Licitação - Por valor;;;
2025;1031018 000907/2025;0;;Dispensa de Licitação - Por valor;;;
2025;1031018 000908/2025;0;;Dispensa de Licitação - Por valor;;;
2025;1031018 000909/2025;0;;Registro de preços realizado no SIRP;;;
2025;1031018 000911/2025;0;;Dispensa de Licitação - Por valor;;;
2025;1031018 000912/2025;0;;Dispensa de Licitação - Por valor;;;
2025;1031018 000913/2025;0;;Dispensa de Licitação - Por valor;;;
2025;1031018 000914/2025;0;;Registro de preços realizado no SIRP;;;
2025;1031018 000915/2025;9486886;Serviço e Fornecimento;Dispensa de Licitação;;https://www1.compras.mg.gov.br/contrato/gestaocontratos/arquivosContrato.html?idContrato=199960;428,0
2025;1031018 000917/2025;0;;Registro de preços realizado no SIRP;;;
2025;1031018 000918/2025;0;;Dispensa de Licitação - Por valor;;;
2025;1031018 000919/2025;9485510;Serviço;Inexigibilidade;;https://www1.compras.mg.gov.br/contrato/gestaocontratos/arquivosContrato.html?idContrato=199785;
2025;1031018 000920/2025;0;;Dispensa de Licitação - Por valor;;;
2025;1031018 000921/2025;0;;Dispensa de Licitação - Por valor;;;
2025;1031018 000922/2025;0;;Dispensa de Licitação - Por valor;;;
2025;1031018 000923/2025;0;;Dispensa de Licitação - Por valor;;;
2025;1031018 000924/2025;0;;Dispensa de Licitação - Por valor;;;
2025;1031018 000925/2025;0;;Dispensa de Licitação - Por valor;;;
2025;1031018 000926/2025;0;;Dispensa de Licitação - Por valor;;;
2025;1031018 000928/2025;0;;Dispensa de Licitação - Por valor;;;
2025;1031018 000929/2025;0;;Dispensa de Licitação - Por valor;;;
2025;1031018 000930/2025;0;;Dispensa de Licitação - Por valor;;;
2025;1031018 000931/2025;0;;Registro de preços realizado no SIRP;;;
2025;1031018 000932/2025;0;;Dispensa de Licitação - Por valor;;;
2025;1031018 000933/2025;0;;Registro de preços realizado no SIRP;;;
2025;1031018 000934/2025;0;;Registro de preços realizado no SIRP;;;
2025;1031018 000935/2025;9493149;Serviço;Inexigibilidade;;https://www1.compras.mg.gov.br/contrato/gestaocontratos/arquivosContrato.html?idContrato=208157;1,0
2025;1031018 000936/2025;0;;Registro de preços realizado no SIRP;;;
2025;1031018 000937/2025;0;;Registro de preços realizado no SIRP;;;
2025;1031018 000938/2025;0;;Registro de preços realizado no SIRP;;;
2025;1031018 000939/2025;0;;Registro de preços realizado no SIRP;;;
2025;1031018 000940/2025;9488507;Serviço;Dispensa de Licitação - Por valor;;https://www1.compras.mg.gov.br/contrato/gestaocontratos/arquivosContrato.html?idContrato=200040;
2025;1031018 000941/2025;0;;Registro de preços realizado no SIRP;;;
2025;1031018 000942/2025;0;;Dispensa de Licitação - Por valor;;;
2025;1031018 000944/2025;0;;Registro de preços realizado no SIRP;;;
2025;1031018 000945/2025;0;;Dispensa de Licitação - Por valor;;;
2025;1031018 000946/2025;0;;Registro de preços realizado no SIRP;;;
2025;1031018 000947/2025;9488788;Serviço;Dispensa de Licitação - Por valor;;https://www1.compras.mg.gov.br/contrato/gestaocontratos/arquivosContrato.html?idContrato=200058;
2025;1031018 000948/2025;0;;Registro de preços realizado no SIRP;;;
2025;1031018 000949/2025;0;;Dispensa de Licitação - Por valor;;;
2025;1031018 000950/2025;0;;Dispensa de Licitação - Por valor;;;
2025;1031018 000951/2025;0;;Dispensa de Licitação - Por valor;;;
2025;1031018 000952/2025;9490871;Serviço;Dispensa de Licitação;;https://www1.compras.mg.gov.br/contrato/gestaocontratos/arquivosContrato.html?idContrato=201817;435,0
2025;1031018 000953/2025;0;;Registro de preços realizado no SIRP;;;
2025;1031018 000954/2025;9489092;Serviço;Dispensa de Licitação - Por valor;;https://www1.compras.mg.gov.br/contrato/gestaocontratos/arquivosContrato.html?idContrato=200217;
2025;1031018 000955/2025;0;;Dispensa de Licitação - Por valor;;;
2025;1031018 000956/2025;9489296;Obra;Dispensa de Licitação - Por valor;;https://www1.compras.mg.gov.br/contrato/gestaocontratos/arquivosContrato.html?idContrato=200557;
2025;1031018 000957/2025;0;;Dispensa de Licitação - Por valor;;;
2025;1031018 000958/2025;9490738;Serviço e Fornecimento;Registro de preços realizado no SIRP;;https://www1.compras.mg.gov.br/contrato/gestaocontratos/arquivosContrato.html?idContrato=201177;
2025;1031018 000959/2025;0;;Dispensa de Licitação - Por valor;;;
2025;1031018 000960/2025;9490933;Serviço;Inexigibilidade;;https://www1.compras.mg.gov.br/contrato/gestaocontratos/arquivosContrato.html?idContrato=202077;431,0
2025;1031018 000961/2025;9490876;Locação de imóveis;Inexigibilidade;;https://www1.compras.mg.gov.br/contrato/gestaocontratos/arquivosContrato.html?idContrato=201818;387,0
2025;1031018 000963/2025;9491909;Fornecimento;Registro de preços realizado no SIRP;;https://www1.compras.mg.gov.br/contrato/gestaocontratos/arquivosContrato.html?idContrato=202898;
2025;1031018 000964/2025;9491920;Fornecimento;Registro de preços realizado no SIRP;;https://www1.compras.mg.gov.br/contrato/gestaocontratos/arquivosContrato.html?idContrato=202957;
2025;1031018 000965/2025;9491960;Fornecimento;Registro de preços realizado no SIRP;;https://www1.compras.mg.gov.br/contrato/gestaocontratos/arquivosContrato.html?idContrato=203137;
2025;1031018 000967/2025;0;;Registro de preços realizado no SIRP;;;
2025;1031018 000968/2025;0;;Dispensa de Licitação - Por valor;;;
2025;1031018 000969/2025;0;;Dispensa de Licitação - Por valor;;;
2025;1031018 000970/2025;0;;Registro de preços realizado no SIRP;;;
2025;1031018 000971/2025;0;;Dispensa de Licitação - Por valor;;;
2025;1031018 000972/2025;0;;Dispensa de Licitação - Por valor;;;
2025;1031018 000973/2025;0;;Dispensa de Licitação - Por valor;;;
2025;1031018 000974/2025;0;;Dispensa de Licitação - Por valor;;;
2025;1031018 000976/2025;0;;Outras Contratações;;;
2025;1031019 000001/2025;9452382;Fornecimento;Outras Contratações;;https://www1.compras.mg.gov.br/contrato/gestaocontratos/arquivosContrato.html?idContrato=193768;
2025;1031019 000002/2025;9468067;Locação de imóveis;Outras Contratações;;https://www1.compras.mg.gov.br/contrato/gestaocontratos/arquivosContrato.html?idContrato=195201;
2025;1031019 000003/2025;9472953;Locação de imóveis;Inexigibilidade;;https://www1.compras.mg.gov.br/contrato/gestaocontratos/arquivosContrato.html?idContrato=197098;
2025;1031019 000004/2025;9490879;Locação de imóveis;Outras Contratações;;https://www1.compras.mg.gov.br/contrato/gestaocontratos/arquivosContrato.html?idContrato=201837;
2025;1051005 000001/2025;9452380;Serviço e Fornecimento;Pregão;https://www1.compras.mg.gov.br/processocompra/processo/consultaEditalRetificaoProcesso.html?metodo=visualizarEditalRetificao&id=619055;https://www1.compras.mg.gov.br/contrato/gestaocontratos/arquivosContrato.html?idContrato=193766;
2025;1051005 000002/2025;0;;Inexigibilidade;;;
2025;1051005 000003/2025;0;;Inexigibilidade;;;
2025;1051005 000004/2025;0;;Registro de preços realizado no SIRP;;;
2025;1051005 000005/2025;0;;Registro de preços realizado no SIRP;;;
2025;1051005 000006/2025;0;;Inexigibilidade;;;
2025;1051005 000007/2025;0;;Inexigibilidade;;;
2025;1051005 000008/2025;0;;Inexigibilidade;;;
2025;1051005 000009/2025;9452414;Serviço;Registro de preços realizado no SIRP;;https://www1.compras.mg.gov.br/contrato/gestaocontratos/arquivosContrato.html?idContrato=193798;
2025;1051005 000010/2025;0;;Inexigibilidade;;;
2025;1051005 000011/2025;9456642;Serviço e Fornecimento;Dispensa de Licitação - Por valor;;https://www1.compras.mg.gov.br/contrato/gestaocontratos/arquivosContrato.html?idContrato=194257;
2025;1051005 000012/2025;0;;Inexigibilidade;;;
2025;1051005 000013/2025;0;;Inexigibilidade;;;
2025;1051005 000014/2025;0;;Inexigibilidade;;;
2025;1051005 000015/2025;0;;Inexigibilidade;;;
2025;1051005 000017/2025;9459079;Serviço;Dispensa de Licitação - Por valor;;https://www1.compras.mg.gov.br/contrato/gestaocontratos/arquivosContrato.html?idContrato=194516;
2025;1051005 000018/2025;0;;Inexigibilidade;;;
2025;1051005 000019/2025;0;;Inexigibilidade;;;
2025;1051005 000020/2025;0;;Dispensa de Licitação - Por valor;;;
2025;1051005 000021/2025;0;;Inexigibilidade;;;
2025;1051005 000023/2025;0;;Inexigibilidade;;;
2025;1051005 000025/2025;0;;Inexigibilidade;;;
2025;1051005 000026/2025;0;;Inexigibilidade;;;
2025;1051005 000027/2025;0;;Inexigibilidade;;;
2025;1051005 000028/2025;9459844;Serviço e Fornecimento;Dispensa de Licitação;;https://www1.compras.mg.gov.br/contrato/gestaocontratos/arquivosContrato.html?idContrato=194659;
2025;1051005 000029/2025;0;;Dispensa de Licitação - Por valor;;;
2025;1051005 000030/2025;0;;Dispensa de Licitação - Por valor;;;
2025;1051005 000031/2025;9468069;Fornecimento;Pregão;https://www1.compras.mg.gov.br/processocompra/processo/consultaEditalRetificaoProcesso.html?metodo=visualizarEditalRetificao&id=624146;https://www1.compras.mg.gov.br/contrato/gestaocontratos/arquivosContrato.html?idContrato=195189;
2025;1051005 000032/2025;9468736;Serviço;Pregão;https://www1.compras.mg.gov.br/processocompra/processo/consultaEditalRetificaoProcesso.html?metodo=visualizarEditalRetificao&id=624205;https://www1.compras.mg.gov.br/contrato/gestaocontratos/arquivosContrato.html?idContrato=195560;
2025;1051005 000033/2025;0;;Inexigibilidade;;;
2025;1051005 000034/2025;0;;Inexigibilidade;;;
2025;1051005 000035/2025;9460645;Serviço;Registro de preços não realizado no SIRP;;https://www1.compras.mg.gov.br/contrato/gestaocontratos/arquivosContrato.html?idContrato=194968;
2025;1051005 000037/2025;9464415;Serviço;Inexigibilidade;;https://www1.compras.mg.gov.br/contrato/gestaocontratos/arquivosContrato.html?idContrato=195167;
2025;1051005 000038/2025;0;;Dispensa de Licitação - Por valor;;;
2025;1051005 000039/2025;0;;Dispensa de Licitação - Por valor;;;
2025;1051005 000040/2025;9469948;Serviço;Dispensa de Licitação - Por valor;;https://www1.compras.mg.gov.br/contrato/gestaocontratos/arquivosContrato.html?idContrato=195689;
2025;1051005 000041/2025;9471138;Serviço e Fornecimento;Dispensa de Licitação - Por valor;;https://www1.compras.mg.gov.br/contrato/gestaocontratos/arquivosContrato.html?idContrato=196283;
2025;1051005 000042/2025;9468741;Serviço;Inexigibilidade;;https://www1.compras.mg.gov.br/contrato/gestaocontratos/arquivosContrato.html?idContrato=195578;
2025;1051005 000043/2025;0;;Inexigibilidade;;;
2025;1051005 000044/2025;0;;Registro de preços realizado no SIRP;;;
2025;1051005 000047/2025;0;;Dispensa de Licitação - Por valor;;;
2025;1051005 000049/2025;0;;Inexigibilidade;;;
2025;1051005 000050/2025;9469996;Serviço;Registro de preços não realizado no SIRP;;https://www1.compras.mg.gov.br/contrato/gestaocontratos/arquivosContrato.html?idContrato=195742;
2025;1051005 000051/2025;0;;Inexigibilidade;;;
2025;1051005 000052/2025;0;;Dispensa de Licitação - Por valor;;;
2025;1051005 000053/2025;0;;Dispensa de Licitação - Por valor;;;
2025;1051005 000054/2025;9470262;Serviço;Inexigibilidade;;https://www1.compras.mg.gov.br/contrato/gestaocontratos/arquivosContrato.html?idContrato=195959;
