ano_criacao_processo;numero_processo_formatado;situacao_item_processo;codigo_elemento_item_despesa;nome_elemento_item_despesa;codigo_item_material_servico_formatado;item_material_servico;unnamed_7;unnamed_8;unnamed_9;quantidade_item_pedido;valor_unitario_referencia_item_pedido;valor_total_referencia_item_pedido
2026;0510037 000058/2026;Homologado/Ratificado;3010;MATERIAL MEDICO E HOSPITALAR;00061160-3;"PINCA ENDOSCOPICA - FINALIDADE: BIOPSIA COLONOSCOPICA DE MULTIPLOS FRAGMENTOS; MEDIDAS: 2.2MM DE DIAMETRO X 240CM DE COMPRIMENTO; MATERIA PRIMA: TEFLON;";;;;1;1200,0;12000,0
2026;0510037 000058/2026;Homologado/Ratificado;3010;MATERIAL MEDICO E HOSPITALAR;00070502-0;"PINCA ENDOSCOPICA - FINALIDADE: BIOPSIA VIA DIGESTIVA ALTA; MEDIDAS: 2,5MM DE DIAMETRO X 160CM DE COMPRIMENTO; MATERIA PRIMA: MATERIAL FLEXIVEL AUTOCLAVAVEL;";;;;1;880,0;7040,0
2026;0510037 000058/2026;Homologado/Ratificado;3010;MATERIAL MEDICO E HOSPITALAR;00102393-4;"FRASCO PARA ADMINISTRACAO DE NUTRICAO - MATERIA-PRIMA: POLIPROPILENO TRANSPARENTE E FLEXIVEL; TIPO DA NUTRICAO: ENTERAL; CAPACIDADE: 300ML; TIPO: DESCARTAVEL, TAMPA ROSQUEAVEL C/ CONEXAO LANCETA;";;;;1;1,0;3500,0
2026;0510037 000058/2026;Homologado/Ratificado;3010;MATERIAL MEDICO E HOSPITALAR;00107950-6;"ESPECULO VAGINAL DESCARTAVEL - TAMANHO: PEQUENO (NUMERO 1); DIMENSOES: 95 X 28MM; TIPO: ESPECIAL P/ACOPLAGEM AO TUBO ASPIRADOR DE VAPORES;";;;;1;1,29;645,0
2026;0510037 000059/2026;Homologado/Ratificado;3010;MATERIAL MEDICO E HOSPITALAR;00112062-0;"ASPIRADOR A VACUO - APLICACAO: PROCED. ESVAZIAMENTO UTERINO E BIOPSIA ENDOMETRIO; TIPO: COM VALVULA DUPLA; MATERIA-PRIMA: POLIPROPILENO; PRESSAO: PRESSAO DE VACUO MINIMO 600 MMHG;";;;;1;167,72;10063,2
2026;0510037 000060/2026;Homologado/Ratificado;3010;MATERIAL MEDICO E HOSPITALAR;00027491-7;"SERINGA DESCARTAVEL - MATERIA-PRIMA: POLIPROPILENO, DE PERDA DE RESISTENCIA; CAPACIDADE: MINIMA DE 7ML;";;;;1;12,0;6000,0
2026;0510037 000060/2026;Homologado/Ratificado;3010;MATERIAL MEDICO E HOSPITALAR;00030626-6;"AGULHA DESCARTAVEL TIPO PISTOLA - MEDIDAS: 16 G (1,7 X 150 MM); FINALIDADE: BIOPSIA DE TECIDO MACIO; CAPACIDADE: 20 MM DE AMOSTRA; AGULHA: ATRAUMATICA;";;;;1;85,0;4250,0
2026;0510037 000060/2026;Homologado/Ratificado;3010;MATERIAL MEDICO E HOSPITALAR;00030627-4;"AGULHA DESCARTAVEL TIPO PISTOLA - MEDIDAS: 14 G X 150 MM; FINALIDADE: BIOPSIA DE TECIDO MACIO; CAPACIDADE: 20 MM DE AMOSTRA; AGULHA: ATRAUMATICA;";;;;1;85,0;4250,0
2026;0510037 000060/2026;Homologado/Ratificado;3010;MATERIAL MEDICO E HOSPITALAR;00043293-8;"AGULHA PARA BIOPSIA / MEDULA OSSEA - APLICACAO: EXAME DE MIELOGRAMA EM ESTERNO E CRISTA ILIACA; PONTA: CORTANTE E CONECTOR LUER LOCK; CANHAO: PARA ACOPLHAR UMA SERINGA E EXTRATOR DE AMOSTRA; MODELO: ASPIRATIVA; TAMANHO: 16G X 6,8CM, NO MAXIMO; MATERIAL: METALICA, CABO PLASTICO ERGONOMICO, DESCARTAVEL;";;;;1;60,0;3000,0
2026;0510037 000060/2026;Homologado/Ratificado;3010;MATERIAL MEDICO E HOSPITALAR;00050145-0;"CONEXAO 2 VIAS - TUBO: TRANSPARENTE; MATERIAL: PVC; MEDIDAS: 14CM; TIPO DE DERIVACAO: EM Y;";;;;1;0,599;59,9
2026;0510037 000060/2026;Homologado/Ratificado;3010;MATERIAL MEDICO E HOSPITALAR;00058375-8;"SERINGA DESCARTAVEL - MATERIA-PRIMA: PROLIPROPILENO; CAPACIDADE: 05 ML SEM AGULHA;";;;;1;0,118;4602,0
2026;0510037 000060/2026;Homologado/Ratificado;3010;MATERIAL MEDICO E HOSPITALAR;00058377-4;"SERINGA DESCARTAVEL - MATERIA-PRIMA: POLIPROPILENO; CAPACIDADE: 20ML SEM AGULHA COM BICO LUER LOCK;";;;;1;0,26;130,0
2026;0510037 000060/2026;Homologado/Ratificado;3010;MATERIAL MEDICO E HOSPITALAR;00071304-0;"AGULHA PARA BIOPSIA / MEDULA OSSEA - APLICACAO: BIOPSIA DE MEDULA OSSEA; PONTA: AFIADA, COM MANDRIL; CANHAO: COM CANHAO GRANDE LUER-LOCK; MODELO: JAMSHIDI; TAMANHO: 11G X 100MM; MATERIAL: ACO INOXIDAVEL;";;;;1;68,0;3400,0
2026;0510037 000060/2026;Homologado/Ratificado;3010;MATERIAL MEDICO E HOSPITALAR;00093517-4;"DISPOSITIVO INTRAVENOSO PARA ACESSO PERIFERICO - CATETER: EXTERNO 18 G; MATERIA-PRIMA: POLIURETANO, RADIOPACO, FLEXIVEL, ATOXICO; AGULHA: COM BISEL TRIFACETADO; EMPUNHADURA: COLORIDA; CAMARA DE REFLUXO: TRANSPARENTE; CANULA: TRANSPARENTE; MANDRIL: SIM; SISTEMA SEGURANCA: SIM;";;;;1;2,1459;3862,62
2026;0510037 000060/2026;Homologado/Ratificado;3010;MATERIAL MEDICO E HOSPITALAR;00093520-4;"DISPOSITIVO INTRAVENOSO PARA ACESSO PERIFERICO - CATETER: EXTERNO 24 G; MATERIA-PRIMA: POLIURETANO, RADIOPACO, FLEXIVEL, ATOXICO; AGULHA: BISEL TRIFACETADO; EMPUNHADURA: COLORIDA; CAMARA DE REFLUXO: TRANSPARENTE; CANULA: TRANSPARENTE; MANDRIL: SIM; SISTEMA SEGURANCA: SIM;";;;;1;2,0727;13472,55
2026;0510037 000060/2026;Homologado/Ratificado;3010;MATERIAL MEDICO E HOSPITALAR;00102430-2;"SERINGA DESCARTAVEL - MATERIA-PRIMA: POLIPROPILENO; CAPACIDADE: 50 A 60 ML;";;;;1;12,0;18000,0
2026;0510037 000061/2026;Homologado/Ratificado;3010;MATERIAL MEDICO E HOSPITALAR;00042136-7;"CANULA DESCARTAVEL PARA TRAQUEOSTOMIA - TIPO: COM BALONETE; NUMERO: 8,0; MATERIA-PRIMA: PVC ATOXICO, SILICONIZADO, RADIOPACO; CARACTERISTICA ESPECIAL: NAO APLICAVEL; DIAMETRO INTERNO: 8,0 MM; DIAMETRO EXTERNO: 11,9 MM, APROXIMADAMENTE; COMPRIMENTO TOTAL: 75,5 MM, APROXIMADAMENTE; DIAMETRO CONEXAO: 15 MM; COMPONENTES (1): MANDRIL DE ENTUBACAO; COMPONENTES (2): PLACA FIXACAO C/ IDENTIF. DIAMETROS INT. E EXTERNO; COMPONENTES (3): FITA DE FIXACAO;";;;;1;12,7;254,0
2026;0510037 000062/2026;Homologado/Ratificado;3008;PRODUTOS ALIMENTICIOS;00164551-0;"COMPLEMENTO E SUPLEMENTO NUTRICIONAL - IDENTIFICACAO: SUPLEMENTO; INDICACAO: CONTROLE GLICEMICO; DENSIDADE CALORICA: NORMOCALORICO; DENSIDADE PROTEICA: NORMOPROTEICO OU HIPERPROTEICO; FIBRAS: COM FIBRAS; LACTOSE: SEM RESTRICAO; SACAROSE: ISENTO; IMUNOMODULADOR: SEM RESTRICAO; ASPECTO FISICO: LIQUIDO HOMOGENEO; APRESENTACAO: EMBALAGEM MENOR OU IGUAL A 350 ML;";;;;1;0,0396;13305,6
2026;0510037 000062/2026;Homologado/Ratificado;3008;PRODUTOS ALIMENTICIOS;00164585-4;"DIETA ENTERAL - IDENTIFICACAO: HIPERPROTEICA SEM FIBRAS EM SISTEMA FECHADO; DENSIDADE CALORICA: HIPERCALORICA IGUAL OU MAIOR A 1,5 KCAL/ML; DENSIDADE PROTEICA: MAIOR OU IGUAL A 20% DO VALOR CALORICO TOTAL (VCT); FONTE PROTEICA: MAIOR OU IGUAL 50% PROTEINAS ALTO VALOR BIOLOGICO; TIPO DE PROTEINA: POLIMERICA; FIBRAS: ISENTA; CARACTERISTICA ESPECIAL: ISENTA; ARGININA: ISENTA; IMUNOMODULADOR: ISENTA; SACAROSE: ISENTA; LACTOSE: ATE 100 MG/100 ML; ASPECTO FISICO: LIQUIDO HOMOGENEO; SISTEMA: FECHADO;";;;;1;0,0279;18972,0
2026;0510037 000063/2026;Homologado/Ratificado;3921;REPAROS DE EQUIPAMENTOS, INSTALACOES E MATERIAL PERMANENTE;00001073-1;SERVICOS DE INSTALACAO E MONTAGEM DE EQUIPAMENTOS  E INSTRUMENTOS HOSPITALARES.;;;;1;27795,12;27795,12
2026;0510037 000064/2026;Homologado/Ratificado;3010;MATERIAL MEDICO E HOSPITALAR;00016099-7;"MANGUEIRA PARA ASPIRACAO - TIPO: ESTERIL; MATERIA-PRIMA: PVC TRANSPARENTE, FLEXIVEL;";;;;1;2,03;5684,0
2026;0510037 000064/2026;Homologado/Ratificado;3010;MATERIAL MEDICO E HOSPITALAR;00023284-0;"COLETOR DE URINA PEDIATRICO - TIPO: UNISSEX; MATERIA-PRIMA: PLASTICO TRANSPARENTE, TIPO BOLSA;";;;;1;0,49;254,8
2026;0510037 000065/2026;Homologado/Ratificado;3010;MATERIAL MEDICO E HOSPITALAR;00022876-1;"COMPRESSA TIPO CAMPO OPERATORIO - MATERIA-PRIMA: 100% ALGODAO COM FILAMENTO RADIOPACO; CAMADAS: 4 CAMADAS SOBREPOSTAS; ESTERIL: SIM; DIMENSOES (L X C ): MINIMA DE 25 CM X 28 CM, EM REPOUSO; PESO: 20 G POR UNIDADE; BORDAS: COSTURADAS COM CADARCO NO MINIMO 18 CM; APRESENTACAO: PACOTE 5 UN;";;;;1;5,6662;101141,67
2026;0510037 000065/2026;Homologado/Ratificado;3010;MATERIAL MEDICO E HOSPITALAR;00024789-8;"GAZE HIDROFILA - MATERIA-PRIMA: 100% ALGODAO; ESTERIL: NAO; DIMENSOES (L X C ): 91 CM X 91 M, TIPO QUEIJO; NUMERO DE FIOS: 9 FIOS/CM2; DOBRAS: MINIMO 3; CAMADAS: 8; APRESENTACAO: PACOTE 1 ROLO;";;;;1;68,3527;1367,05
2026;0510037 000066/2026;Homologado/Ratificado;3010;MATERIAL MEDICO E HOSPITALAR;00005877-7;"ETIQUETA ADESIVA USO HOSPITALAR - MATERIA-PRIMA: PAPEL FOSCO; TAMANHO: APROXIMADO DE 5,5 X 2,5CM; DIZERES: DATA, HORA, ASSINATURA E O DIA DA SEMANA; COR: UMA PARA CADA DIA DA SEMANA CONFORME COMPLEMENTO;";;;;1;0,05;1250,0
2026;0510037 000067/2026;Homologado/Ratificado;3010;MATERIAL MEDICO E HOSPITALAR;00016376-7;"PAPEL PARA ECG - TIPO: TERMORREAGENTE; COMPATIBILIDADE: -; APRESENTACAO: ROLO DE 48MM X 30 METROS;";;;;1;3,4;85,0
2026;0510037 000067/2026;Homologado/Ratificado;3010;MATERIAL MEDICO E HOSPITALAR;00023238-6;"PERFURADOR DE MEMBRANA AMNIOTICA, DESCARTAVEL - MATERIA-PRIMA: PLASTICO RESISTENTE; FORMATO: RETO;";;;;1;1,3;260,0
2026;0510037 000068/2026;Homologado/Ratificado;3010;MATERIAL MEDICO E HOSPITALAR;00195800-3;"DISPOSITIVO FIXACAO USO MEDICO-HOSPITALAR - IDENTIFICACAO: FIXACAO DE CATETER INTRAVENOSO APROX. 9 X 11 CM; TIPO: ESTERIL;";;;;1;2,24;7840,0
2026;0510037 000069/2026;Homologado/Ratificado;3010;MATERIAL MEDICO E HOSPITALAR;00015541-1;"ESPACADOR - IDENTIFICACAO: ESPACADOR PARA NEBULIZACAO NAO BIVALVULADO; TAMANHO: ACIMA DE 8 ANOS;";;;;1;22,0;6600,0
2026;0510037 000070/2026;Homologado/Ratificado;3010;MATERIAL MEDICO E HOSPITALAR;00000302-6;"DOSADOR ORAL - APLICACAO: ADMINISTRACAO DE MEDICAMENTOS ETC; IDENTIFICACAO: DESCARTAVEL; TIPO: -; MATERIA-PRIMA: -; VOLUME: 5ML; GRADUACAO: -; BICO: -; TAMPA: -; ESTERIL: -;";;;;1;0,3755;751,0
2026;0510037 000070/2026;Homologado/Ratificado;3010;MATERIAL MEDICO E HOSPITALAR;00000303-4;"DOSADOR ORAL - APLICACAO: ADMINISTRACAO DE MEDICAMENTOS ETC; IDENTIFICACAO: DESCARTAVEL; TIPO: -; MATERIA-PRIMA: -; VOLUME: 3ML; GRADUACAO: -; BICO: --; TAMPA: -; ESTERIL: -;";;;;1;0,3621;362,1
2026;0510037 000070/2026;Homologado/Ratificado;3010;MATERIAL MEDICO E HOSPITALAR;00000304-2;"DOSADOR ORAL - APLICACAO: ADMINISTRACAO DE MEDICAMENTOS ETC; IDENTIFICACAO: DESCARTAVEL; TIPO: -; MATERIA-PRIMA: -; VOLUME: 10ML; GRADUACAO: -; BICO: -; TAMPA: -; ESTERIL: -;";;;;1;0,54;810,0
2026;0510037 000070/2026;Homologado/Ratificado;3010;MATERIAL MEDICO E HOSPITALAR;00001213-0;"KIT DE MONITORIZACAO DE PRESSAO INVASIVA - COMPOSICAO (1): CONJ P/MACRO ADMINISTRACAO C/ROLETE,TRANSDUTOR; COMPOSICAO (2): LINHA RIGIDA COMPLETA DE PACIENTE COM TRES VIAS; COMPOSICAO (3): TORNEIRA TIPO FLUSH P/LAVAGEM CONTINUA DO SISTEMA; COMPATIBILIDADE: COM OS MONITORES DAS UNIDADES HOSPITALARES;";;;;1;75,0;19500,0
2026;0510037 000070/2026;Homologado/Ratificado;3010;MATERIAL MEDICO E HOSPITALAR;00008043-8;"AGULHA PARA ANESTESIA RAQUE - MEDIDAS: 25 G (0,5 X 90MM); TIPO: DESCARTAVEL; BISEL: QUINCKE; MANDRIL: MANDRIL CODIFICADO POR COR;";;;;1;3,0;750,0
2026;0510037 000070/2026;Homologado/Ratificado;3010;MATERIAL MEDICO E HOSPITALAR;00008045-4;"AGULHA PARA ANESTESIA RAQUE - MEDIDAS: 27 G (0,4 X 90 MM); TIPO: DESCARTAVEL; BISEL: QUINCKE; MANDRIL: MANDRIL CODIFICADO POR COR;";;;;1;4,35;1740,0
2026;0510037 000070/2026;Homologado/Ratificado;3010;MATERIAL MEDICO E HOSPITALAR;00014247-6;"SERINGA PARA INSULINA - MATERIA-PRIMA: POLIPROPILENO; CAPACIDADE: 100 UI; BICO: LUER LOCK OU LUER SLIP; DIMENSAO AGULHA (C X D): SEM AGULHA; GRADUACAO: 2 UI; ESTERIL: SIM;";;;;1;0,0796;2149,2
2026;0510037 000070/2026;Homologado/Ratificado;3010;MATERIAL MEDICO E HOSPITALAR;00015561-6;"EXTENSOR DE EQUIPO COM PRIMER REDUZIDO - FINALIDADE: PERFUSAO; MATERIA PRIMA: PVC TRANSPARENTE; COMPRIMENTO: 120 CM;";;;;1;2,46;2460,0
2026;0510037 000070/2026;Homologado/Ratificado;3010;MATERIAL MEDICO E HOSPITALAR;00016415-1;"AGULHA DESCARTAVEL TIPO PISTOLA - MEDIDAS: 18 G (1,3 X 150 MM); FINALIDADE: BIOPSIA DE TECIDO MACIO; CAPACIDADE: 20 MM DE AMOSTRA; AGULHA: ATRAUMATICA;";;;;1;85,0;8500,0
2026;0510037 000070/2026;Homologado/Ratificado;3010;MATERIAL MEDICO E HOSPITALAR;00019899-4;"EQUIPO - APLICACAO: PARA TRANSFUSAO DE SANGUE/HEMOCOMPONENTES; TIPO: MACROGOTAS; MATERIA-PRIMA: EM PVC;";;;;1;3,1;3100,0
2026;0510037 000070/2026;Homologado/Ratificado;3010;MATERIAL MEDICO E HOSPITALAR;00026315-0;"AGULHA PARA ANESTESIA RAQUE - MEDIDAS: 22 G (0,7 X 90 MM); TIPO: DESCARTAVEL; BISEL: QUINCKE; MANDRIL: MANDRIL CODIFICADO POR COR;";;;;1;3,0;150,0
2026;0510037 000070/2026;Homologado/Ratificado;3010;MATERIAL MEDICO E HOSPITALAR;00026322-2;"AGULHA DE COPE - MEDIDA: 80 X 3.0MM; FUNCAO: BIOPSIA PLEURAL; MATERIA-PRIMA: ACO INOX; REUTILIZAVEL; AGULHA EXTERNA: BISELADA COM LIMITADOR DE PUNCAO; AGULHA INTERNA: COM MANDRIL E GANCHO;";;;;1;1400,0;5600,0
2026;0510037 000071/2026;Homologado/Ratificado;3010;MATERIAL MEDICO E HOSPITALAR;00167234-7;"LUVA CIRURGICA DESCARTAVEL ESTERIL COMPOSICAO: LATEX DE BORRACHA NATURAL; PO: BIOABSORVIVEL; TAMANHO: 6.5; FORMATO: ANATOMICO; SUPERFICIE: TEXTURIZADA E ANTIDERRAPANTE; APRESENTACAO: PAR EMBALADO INDIVIDUALMENTE;";;;;1;1,11;3996,0
2026;0510037 000071/2026;Homologado/Ratificado;3010;MATERIAL MEDICO E HOSPITALAR;00167253-3;"LUVA DESCARTAVEL PROCEDIMENTOS NAO CIRURGICOS - COMPOSICAO: 100% BORRACHA NITRILICA; ESTERIL: NAO; TAMANHO: M; PO: ISENTA DE PO; FORMATO: AMBIDESTRA; TEXTURA: TEXTURIZADA E ANTIDERRAPANTE; APRESENTACAO: EMBALAGEM 100 UNIDADES;";;;;1;17,55;43875,0
2026;0510037 000072/2026;Homologado/Ratificado;3010;MATERIAL MEDICO E HOSPITALAR;00122934-6;"COMPRESSA PARA LIMPEZA DE MATERIAL MEDICO - MATERIA-PRIMA: EM TECIDO ABSORVENTE, 100% ALGODAO; TIPO: NAO ESTERIL, SEM FILAMENTO RADIOPACO; PESO: PESANDO APROXIMADAMENTE 25 GRAMAS; DIMENSOES: MEDINDO APROXIMADAMENTE 45 X 50 CM;";;;;1;1,348;12644,24
2026;0510037 000072/2026;Homologado/Ratificado;3010;MATERIAL MEDICO E HOSPITALAR;00122955-9;"CAMPO CIRURGICO - MATERIA-PRIMA: NAO TECIDO, SMS, 60G/M2; DESCARTAVEL; IMPERMEAVEL; TAMANHO: COMPOSTO POR  04 CAMPOS DE TAMANHOS VARIADOS;";;;;1;82,6762;4133,81
2026;0510037 000073/2026;Homologado/Ratificado;3010;MATERIAL MEDICO E HOSPITALAR;00113605-4;"PLACA ELETROCIRURGICA UNIVERSAL AUTO-ADESIVA - TIPO: BIPARTIDA, DESCARTAVEL; ADAPTACAO: ADAPTAVEL A QUALQUER EQUIPAMENTO DE BISTURI;";;;;1;5,13;2872,8
2026;0510037 000073/2026;Homologado/Ratificado;3010;MATERIAL MEDICO E HOSPITALAR;00142156-5;"DISPOSITIVO PARA HIGIENE ORAL - TIPO: DESCARTAVEL; COMPONENTES (1): VALVULA DE SUCCAO; COMPONENTES (2): TUBO EM PLASTICO COM APROXIMADANTE 17 CM; COMPONENTES (3): EXTREMIDADE DISTAL COM ESPUMA MACIA;";;;;1;10,9;16350,0
2026;0510037 000073/2026;Homologado/Ratificado;3010;MATERIAL MEDICO E HOSPITALAR;00168982-7;"ESPARADRAPO -  COMPOSICAO: 100% ALGODAO, ISENTO DE LATEX; CARACTERISTICAS GERAIS: HIPOALERGICO, IMPERMEAVEL; DIMENSOES (L X C ): 10 CM X 4,5 M; COR: BRANCO; APRESENTACAO: ROLO 4,5 M;";;;;1;7,49;33435,36
2026;0510037 000073/2026;Homologado/Ratificado;3010;MATERIAL MEDICO E HOSPITALAR;00169009-4;"ALGODAO HIDROFILO -  FORMATO: MANTA; COMPOSICAO: 100% ALGODAO; COR: BRANCO; ESTERIL: NAO; APRESENTACAO: EMBALAGEM 500 G;";;;;1;12,6;2772,0
2026;0510037 000074/2026;Homologado/Ratificado;3010;MATERIAL MEDICO E HOSPITALAR;00195800-3;"DISPOSITIVO FIXACAO USO MEDICO-HOSPITALAR - IDENTIFICACAO: FIXACAO DE CATETER INTRAVENOSO APROX. 9 X 11 CM; TIPO: ESTERIL;";;;;1;2,24;7840,0
2026;0510037 000075/2026;Homologado/Ratificado;3010;MATERIAL MEDICO E HOSPITALAR;00139873-3;"CATETER - IDENTIFICACAO: BALAO DILATACAO DE ESOFAGO, ESCALONADO. TIPO CRE; TAMANHO/NUMERO: 7FRX180CM/ APROX. BALAO 5,5CM X 12 A 15MM (CXDIAM); MATERIA-PRIMA: POLIURETANO;";;;;1;1400,0;14000,0
2026;0510037 000075/2026;Homologado/Ratificado;3010;MATERIAL MEDICO E HOSPITALAR;00150826-1;"CATETER - IDENTIFICACAO: VENOSO CENTRAL DE INSERCAO PERIFERICA (EPICUTANEO); TAMANHO/NUMERO: 1 FR, NUMERO 28 G; MATERIA-PRIMA: POLIURETANO EM BLOCO UNICO;";;;;1;555,0;16650,0
2026;0510037 000075/2026;Homologado/Ratificado;3010;MATERIAL MEDICO E HOSPITALAR;00154314-8;"BALAO USO MEDICO CIRURGICO - BALAO: BAKRI DE TAMPONAMENTO UTERINO; FINALIDADE: CONTROLE REDUCAO DE HEMORRAGIA POS-PARTO; MATERIA-PRIMA: 100% SILICONE; CAPACIDADE: 500 ML, 54CM COMPRIMENTO, 24FR;";;;;1;1200,0;6000,0
2026;0510037 000075/2026;Homologado/Ratificado;3010;MATERIAL MEDICO E HOSPITALAR;00161887-3;"CATETER - IDENTIFICACAO: EPIDURAL DESCARTAVEL; TAMANHO/NUMERO: 20G; MATERIA-PRIMA: NYLON POLIAMIDA;";;;;1;28,48;1708,8
2026;0510037 000076/2026;Homologado/Ratificado;3010;MATERIAL MEDICO E HOSPITALAR;00122548-0;"DISPOSITIVO PARA PUNCAO VENOSA PERIFERICA COM ASA- CALIBRE: 25 G; AGULHA: EM ACO INOXIDAVEL, COM DISPOSITIVO DE SEGURANCA;";;;;1;0,46;322,0
2026;0510037 000076/2026;Homologado/Ratificado;3010;MATERIAL MEDICO E HOSPITALAR;00122918-4;"AGULHA DE VERESS - MEDIDA: 120 MM COMPRIMENTO; MATERIA-PRIMA: CONFECCIONADA EM ACO INOXIDAVEL, DESCARTAVEL;";;;;1;50,0;5000,0
2026;0510037 000076/2026;Homologado/Ratificado;3010;MATERIAL MEDICO E HOSPITALAR;00123388-2;"AGULHA DESCARTAVEL - MEDIDAS (C X D): 13 X 0,45 MM COM DISPOSITIVO DE SEGURANCA; BISEL: TRIFACETADO COM PROTETOR; CANHAO: PLASTICO RESISTENTE NA COR PADRAO; CANULA: ACO INOX SILICONIZADA; ESTERIL: SIM;";;;;1;0,184;2244,8
2026;0510037 000076/2026;Homologado/Ratificado;3010;MATERIAL MEDICO E HOSPITALAR;00123389-0;"AGULHA DESCARTAVEL - MEDIDAS (C X D): 25 X 0,7 MM COM DISPOSITIVO DE SEGURANCA; BISEL: TRIFACETADO COM PROTETOR; CANHAO: PLASTICO RESISTENTE NA COR PADRAO; CANULA: ACO INOX SILICONIZADA; ESTERIL: SIM;";;;;1;0,184;1177,6
2026;0510037 000076/2026;Homologado/Ratificado;3010;MATERIAL MEDICO E HOSPITALAR;00123390-4;"AGULHA DESCARTAVEL - MEDIDAS (C X D): 25 X 0,8 MM COM DISPOSITIVO DE SEGURANCA; BISEL: TRIFACETADO COM PROTETOR; CANHAO: PLASTICO RESISTENTE NA COR PADRAO; CANULA: ACO INOX SILICONIZADA; ESTERIL: SIM;";;;;1;0,184;11187,2
2026;0510037 000076/2026;Homologado/Ratificado;3010;MATERIAL MEDICO E HOSPITALAR;00123392-0;"AGULHA DESCARTAVEL - MEDIDAS (C X D): 40 X 1,2 MM COM DISPOSITIVO DE SEGURANCA; BISEL: TRIFACETADO COM PROTETOR; CANHAO: PLASTICO RESISTENTE NA COR PADRAO; CANULA: ACO INOX SILICONIZADA; ESTERIL: SIM;";;;;1;0,2146;24464,4
2026;0510037 000076/2026;Homologado/Ratificado;3010;MATERIAL MEDICO E HOSPITALAR;00127148-2;"DISPOSITIVO PARA IRRIGACAO - APLICACAO: PARA IRRIGACAO DE SORO EM FERIDAS E CIRURGIAS; MEDIDAS: DIAMETRO 6 MM X 6 CM APROXIMADAMENTE; DETALHE: COM TAMPA PROTETORA;";;;;1;0,67;268,0
2026;0510037 000076/2026;Homologado/Ratificado;3010;MATERIAL MEDICO E HOSPITALAR;00138492-9;"SERINGA DESCARTAVEL - MATERIA-PRIMA: POLIPROPILENO; CAPACIDADE: 20 ML, SEM AGULHA, BICO LATERAL E PONTA LUER SLIP;";;;;1;0,26;34840,0
2026;0510037 000077/2026;Homologado/Ratificado;3010;MATERIAL MEDICO E HOSPITALAR;00166937-0;"HIGIENIZADOR ANTISSEPTICO DE MAOS ASPECTO FISICO: GEL; COMPOSICAO (1): ALCOOL ETILICO HIDRATADO; COMPOSICAO (2): AGENTE HIDRATANTE; CONCENTRACAO: .; GRAU INPM: DE 62 A 74 GRAUS; GRAU GL: DE 70 A 84 GRAUS; APRESENTACAO: FRASCO COM VALVULA TIPO PUMP 500 ML;";;;;1;5,46;546,0
2026;0510037 000077/2026;Homologado/Ratificado;3010;MATERIAL MEDICO E HOSPITALAR;00166939-7;"HIGIENIZADOR ANTISSEPTICO DE MAOS ASPECTO FISICO: GEL; COMPOSICAO (1): ALCOOL ETILICO HIDRATADO; COMPOSICAO (2): AGENTE HIDRATANTE; CONCENTRACAO: .; GRAU INPM: DE 62 A 74 GRAUS; GRAU GL: DE 70 A 84 GRAUS; APRESENTACAO: REFIL PARA DISPENSER 800 ML COM BICO DOSADOR;";;;;1;9,44;944,0
2026;0510037 000077/2026;Homologado/Ratificado;3010;MATERIAL MEDICO E HOSPITALAR;00166946-0;"ALCOOL ETILICO HIDRATADO ASPECTO FISICO: SOLUCAO AQUOSA; GRAU INPM: 70; GRAU GL: 77; APRESENTACAO: ALMOTOLIA 100 ML;";;;;1;1,25;2000,0
2026;0510037 000077/2026;Homologado/Ratificado;3010;MATERIAL MEDICO E HOSPITALAR;00166966-4;"ALCOOL ETILICO HIDRATADO ASPECTO FISICO: SOLUCAO AQUOSA; GRAU INPM: 70; GRAU GL: 77; APRESENTACAO: ALMOTOLIA 250 ML;";;;;1;2,38;3808,0
2026;0510037 000079/2026;Homologado/Ratificado;3012;MEDICAMENTOS;00151344-3;"GLICOSE - PRINCIPIO ATIVO: GLICOSE; CONCENTRACAO/DOSAGEM: 5%; FORMA FARMACEUTICA: SOLUCAO INJETAVEL; APRESENTACAO: BOLSA OU FRASCO 250 ML SISTEMA FECHADO; COMPONENTE: INJETOR LATERAL;";;;;1;3,6;10620,0
2026;0510037 000079/2026;Homologado/Ratificado;3012;MEDICAMENTOS;00151828-3;"BISACODIL - PRINCIPIO ATIVO: BISACODIL; CONCENTRACAO/DOSAGEM: 5 MG; FORMA FARMACEUTICA: DRAGEA; APRESENTACAO: .; COMPONENTE: .;";;;;1;0,0762;201,93
2026;0510037 000079/2026;Homologado/Ratificado;3012;MEDICAMENTOS;00151981-6;"BUTILBROMETO DE ESCOPOLAMINA - PRINCIPIO ATIVO: BUTILBROMETO DE ESCOPOLAMINA; CONCENTRACAO/DOSAGEM: 10 MG; FORMA FARMACEUTICA: DRAGEA; APRESENTACAO: .; COMPONENTE: .;";;;;1;0,3029;1514,5
2026;0510037 000080/2026;Homologado/Ratificado;3012;MEDICAMENTOS;00151485-7;"HEMOSTATICO DE GELATINA - COMPOSICAO: GELATINA + TROMBINA + SOLUCAO DE CLORETO DE CALCIO; APRESENTACAO: KIT; FORMA FARMACEUTICA: PO LIOFILIZADO ESTERIL;";;;;1;1009,41;11103,51
