ano_criacao_processo;numero_processo_formatado;numero_contrato;descricao_tipo_de_contrato;procedimento_contratacao_detalhamento_1;edital_retificacao_arquivos;contrato_termoaditivo_arquivos;numero_parecer_juridico
2026;0510037 000038/2026;0;;Registro de preços realizado no SIRP;;;
2026;0510037 000039/2026;0;;Registro de preços realizado no SIRP;;;
2026;0510037 000040/2026;0;;Registro de preços realizado no SIRP;;;
2026;0510037 000041/2026;0;;Registro de preços realizado no SIRP;;;
2026;0510037 000042/2026;0;;Registro de preços realizado no SIRP;;;
2026;0510037 000043/2026;0;;Registro de preços realizado no SIRP;;;
2026;0510037 000044/2026;0;;Registro de preços realizado no SIRP;;;
2026;0510037 000045/2026;0;;Registro de preços realizado no SIRP;;;
2026;0510037 000046/2026;0;;Registro de preços realizado no SIRP;;;
2026;0510037 000047/2026;0;;Registro de preços realizado no SIRP;;;
2026;0510037 000048/2026;0;;Registro de preços realizado no SIRP;;;
2026;0510037 000049/2026;0;;Registro de preços realizado no SIRP;;;
2026;0510037 000050/2026;0;;Registro de preços realizado no SIRP;;;
2026;0510037 000051/2026;0;;Registro de preços realizado no SIRP;;;
2026;0510037 000052/2026;0;;Registro de preços realizado no SIRP;;;
2026;0510037 000056/2026;0;;Registro de preços realizado no SIRP;;;
2026;0510037 000057/2026;0;;Registro de preços realizado no SIRP;;;
2026;0510037 000058/2026;0;;Registro de preços realizado no SIRP;;;
2026;0510037 000059/2026;0;;Registro de preços realizado no SIRP;;;
2026;0510037 000060/2026;0;;Registro de preços realizado no SIRP;;;
2026;0510037 000061/2026;0;;Registro de preços realizado no SIRP;;;
2026;0510037 000062/2026;0;;Registro de preços realizado no SIRP;;;
2026;0510037 000063/2026;0;;Dispensa de Licitação - Por valor;;;
2026;0510037 000064/2026;0;;Registro de preços realizado no SIRP;;;
2026;0510037 000065/2026;0;;Registro de preços realizado no SIRP;;;
2026;0510037 000066/2026;0;;Registro de preços realizado no SIRP;;;
2026;0510037 000067/2026;0;;Registro de preços realizado no SIRP;;;
2026;0510037 000068/2026;0;;Registro de preços realizado no SIRP;;;
2026;0510037 000069/2026;0;;Registro de preços realizado no SIRP;;;
2026;0510037 000070/2026;0;;Registro de preços realizado no SIRP;;;
2026;0510037 000071/2026;0;;Registro de preços realizado no SIRP;;;
2026;0510037 000072/2026;0;;Registro de preços realizado no SIRP;;;
2026;0510037 000073/2026;0;;Registro de preços realizado no SIRP;;;
2026;0510037 000074/2026;0;;Registro de preços realizado no SIRP;;;
2026;0510037 000075/2026;0;;Registro de preços realizado no SIRP;;;
2026;0510037 000076/2026;0;;Registro de preços realizado no SIRP;;;
2026;0510037 000077/2026;0;;Registro de preços realizado no SIRP;;;
2026;0510037 000079/2026;0;;Registro de preços realizado no SIRP;;;
2026;0510037 000080/2026;0;;Registro de preços realizado no SIRP;;;
2026;0510037 000081/2026;0;;Registro de preços realizado no SIRP;;;
2026;0510037 000082/2026;0;;Registro de preços realizado no SIRP;;;
2026;0510037 000083/2026;0;;Registro de preços realizado no SIRP;;;
2026;0510037 000084/2026;0;;Registro de preços realizado no SIRP;;;
2026;0510037 000085/2026;0;;Registro de preços realizado no SIRP;;;
2026;0510037 000086/2026;0;;Registro de preços realizado no SIRP;;;
2026;0510037 000087/2026;0;;Registro de preços realizado no SIRP;;;
2026;0510037 000088/2026;0;;Registro de preços realizado no SIRP;;;
2026;0510037 000089/2026;0;;Registro de preços realizado no SIRP;;;
2026;0510037 000090/2026;0;;Registro de preços realizado no SIRP;;;
2026;0510037 000091/2026;0;;Registro de preços realizado no SIRP;;;
2026;0510037 000092/2026;0;;Registro de preços realizado no SIRP;;;
2026;0510037 000093/2026;0;;Registro de preços realizado no SIRP;;;
2026;0510037 000094/2026;0;;Registro de preços realizado no SIRP;;;
2026;0510037 000095/2026;0;;Registro de preços realizado no SIRP;;;
2026;0510037 000097/2026;0;;Registro de preços realizado no SIRP;;;
2026;0510037 000098/2026;0;;Registro de preços realizado no SIRP;;;
2026;0510037 000099/2026;0;;Registro de preços realizado no SIRP;;;
2026;0510037 000100/2026;0;;Registro de preços realizado no SIRP;;;
2026;0510037 000101/2026;0;;Registro de preços realizado no SIRP;;;
2026;0510037 000102/2026;0;;Registro de preços realizado no SIRP;;;
2026;0510037 000103/2026;0;;Registro de preços realizado no SIRP;;;
2026;0510037 000104/2026;0;;Registro de preços realizado no SIRP;;;
2026;0510037 000105/2026;0;;Registro de preços realizado no SIRP;;;
2026;0510037 000106/2026;0;;Registro de preços realizado no SIRP;;;
2026;0510037 000107/2026;0;;Registro de preços realizado no SIRP;;;
2026;0510037 000108/2026;0;;Registro de preços realizado no SIRP;;;
2026;0510037 000109/2026;0;;Registro de preços realizado no SIRP;;;
2026;0510037 000110/2026;0;;Registro de preços realizado no SIRP;;;
2026;0510037 000111/2026;0;;Registro de preços realizado no SIRP;;;
2026;0510037 000112/2026;0;;Registro de preços realizado no SIRP;;;
2026;0510037 000113/2026;0;;Registro de preços realizado no SIRP;;;
2026;0510037 000114/2026;0;;Registro de preços realizado no SIRP;;;
2026;0510037 000116/2026;0;;Registro de preços realizado no SIRP;;;
2026;0510037 000117/2026;0;;Registro de preços realizado no SIRP;;;
2026;0510037 000118/2026;0;;Registro de preços realizado no SIRP;;;
2026;0510037 000119/2026;0;;Registro de preços realizado no SIRP;;;
2026;0510037 000120/2026;0;;Registro de preços realizado no SIRP;;;
2026;0510037 000121/2026;0;;Registro de preços realizado no SIRP;;;
2026;0510037 000122/2026;0;;Registro de preços realizado no SIRP;;;
2026;0510037 000123/2026;0;;Registro de preços realizado no SIRP;;;
2026;0510037 000125/2026;0;;Registro de preços realizado no SIRP;;;
2026;0510037 000126/2026;0;;Registro de preços realizado no SIRP;;;
2026;0510037 000127/2026;0;;Registro de preços realizado no SIRP;;;
2026;0510037 000128/2026;0;;Registro de preços realizado no SIRP;;;
2026;0510037 000129/2026;0;;Registro de preços realizado no SIRP;;;
2026;0510037 000130/2026;0;;Registro de preços realizado no SIRP;;;
2026;0510037 000131/2026;0;;Registro de preços realizado no SIRP;;;
2026;0510037 000133/2026;0;;Registro de preços realizado no SIRP;;;
2026;0510037 000134/2026;0;;Registro de preços realizado no SIRP;;;
2026;0510037 000136/2026;0;;Registro de preços realizado no SIRP;;;
2026;0510037 000137/2026;0;;Registro de preços realizado no SIRP;;;
2026;0510037 000154/2026;0;;Registro de preços realizado no SIRP;;;
2026;0510037 000155/2026;0;;Registro de preços realizado no SIRP;;;
2026;0510037 000156/2026;0;;Registro de preços realizado no SIRP;;;
2026;0510037 000157/2026;0;;Registro de preços realizado no SIRP;;;
2026;0510037 000160/2026;0;;Registro de preços realizado no SIRP;;;
2026;0510037 000162/2026;0;;Registro de preços realizado no SIRP;;;
2026;0510037 000163/2026;0;;Registro de preços realizado no SIRP;;;
2026;0510037 000165/2026;0;;Registro de preços realizado no SIRP;;;
2026;0510037 000169/2026;0;;Registro de preços realizado no SIRP;;;
2026;0510037 000170/2026;0;;Registro de preços realizado no SIRP;;;
2026;0510037 000171/2026;0;;Registro de preços realizado no SIRP;;;
2026;0510037 000172/2026;0;;Registro de preços realizado no SIRP;;;
2026;0510037 000173/2026;0;;Registro de preços realizado no SIRP;;;
2026;0510037 000174/2026;0;;Registro de preços realizado no SIRP;;;
2026;0510037 000175/2026;0;;Registro de preços realizado no SIRP;;;
2026;0510037 000176/2026;0;;Registro de preços realizado no SIRP;;;
2026;0510037 000177/2026;0;;Registro de preços realizado no SIRP;;;
2026;0510037 000178/2026;0;;Registro de preços realizado no SIRP;;;
2026;0510037 000179/2026;0;;Registro de preços realizado no SIRP;;;
2026;0510037 000180/2026;0;;Registro de preços realizado no SIRP;;;
2026;0510037 000181/2026;0;;Registro de preços realizado no SIRP;;;
2026;0510037 000182/2026;0;;Registro de preços realizado no SIRP;;;
2026;0510037 000183/2026;0;;Registro de preços realizado no SIRP;;;
2026;0510037 000184/2026;0;;Registro de preços realizado no SIRP;;;
2026;0510037 000185/2026;0;;Registro de preços realizado no SIRP;;;
2026;0510037 000186/2026;0;;Registro de preços realizado no SIRP;;;
2026;0510037 000187/2026;0;;Registro de preços realizado no SIRP;;;
2026;0510037 000188/2026;0;;Registro de preços realizado no SIRP;;;
2026;0510037 000189/2026;0;;Registro de preços realizado no SIRP;;;
2026;0510037 000190/2026;0;;Registro de preços realizado no SIRP;;;
2026;0510037 000191/2026;0;;Registro de preços realizado no SIRP;;;
2026;0510037 000192/2026;0;;Registro de preços realizado no SIRP;;;
2026;0510037 000195/2026;0;;Registro de preços realizado no SIRP;;;
2026;0510037 000196/2026;0;;Registro de preços realizado no SIRP;;;
2026;0510037 000197/2026;0;;Registro de preços realizado no SIRP;;;
2026;0510037 000198/2026;0;;Registro de preços realizado no SIRP;;;
2026;0510037 000199/2026;0;;Registro de preços realizado no SIRP;;;
2026;0510037 000200/2026;0;;Inexigibilidade;;;
2026;0511023 000001/2026;0;;Registro de preços realizado no SIRP;;;
2026;0511023 000002/2026;0;;Registro de preços realizado no SIRP;;;
2026;0511023 000003/2026;0;;Registro de preços realizado no SIRP;;;
2026;0511023 000004/2026;0;;Registro de preços realizado no SIRP;;;
2026;0511023 000005/2026;0;;Registro de preços realizado no SIRP;;;
2026;0511023 000006/2026;0;;Registro de preços realizado no SIRP;;;
2026;0511023 000007/2026;0;;Registro de preços realizado no SIRP;;;
2026;0511023 000008/2026;0;;Registro de preços realizado no SIRP;;;
2026;0511023 000009/2026;0;;Registro de preços realizado no SIRP;;;
2026;0511023 000010/2026;0;;Registro de preços realizado no SIRP;;;
2026;0511023 000011/2026;0;;Registro de preços realizado no SIRP;;;
2026;0511023 000012/2026;0;;Registro de preços realizado no SIRP;;;
2026;0511023 000013/2026;0;;Registro de preços realizado no SIRP;;;
2026;0511023 000014/2026;0;;Registro de preços realizado no SIRP;;;
2026;0511023 000015/2026;0;;Registro de preços realizado no SIRP;;;
2026;0511023 000016/2026;0;;Registro de preços realizado no SIRP;;;
2026;0511023 000017/2026;0;;Registro de preços realizado no SIRP;;;
2026;0511023 000018/2026;0;;Registro de preços realizado no SIRP;;;
2026;0511023 000020/2026;0;;Registro de preços realizado no SIRP;;;
2026;0511023 000021/2026;0;;Registro de preços realizado no SIRP;;;
2026;0511023 000023/2026;0;;Registro de preços realizado no SIRP;;;
2026;0511023 000024/2026;0;;Registro de preços realizado no SIRP;;;
2026;0511023 000025/2026;0;;Registro de preços realizado no SIRP;;;
2026;0511023 000026/2026;0;;Registro de preços realizado no SIRP;;;
2026;0511023 000027/2026;0;;Registro de preços realizado no SIRP;;;
2026;0511023 000028/2026;0;;Registro de preços realizado no SIRP;;;
2026;0511023 000029/2026;0;;Registro de preços realizado no SIRP;;;
2026;0511023 000030/2026;0;;Registro de preços realizado no SIRP;;;
2026;0511023 000031/2026;0;;Registro de preços realizado no SIRP;;;
2026;0511023 000032/2026;0;;Registro de preços realizado no SIRP;;;
2026;0511023 000033/2026;0;;Registro de preços realizado no SIRP;;;
2026;0511023 000034/2026;0;;Registro de preços realizado no SIRP;;;
2026;0511023 000035/2026;0;;Registro de preços realizado no SIRP;;;
2026;0511023 000036/2026;0;;Registro de preços realizado no SIRP;;;
2026;0511023 000037/2026;0;;Registro de preços realizado no SIRP;;;
2026;0511023 000039/2026;0;;Registro de preços realizado no SIRP;;;
2026;0511023 000040/2026;0;;Registro de preços realizado no SIRP;;;
2026;0511023 000041/2026;0;;Registro de preços realizado no SIRP;;;
2026;0511023 000042/2026;0;;Registro de preços realizado no SIRP;;;
2026;0511023 000043/2026;0;;Registro de preços realizado no SIRP;;;
2026;0511023 000044/2026;0;;Registro de preços realizado no SIRP;;;
2026;0511023 000045/2026;0;;Registro de preços realizado no SIRP;;;
2026;0511023 000046/2026;0;;Registro de preços realizado no SIRP;;;
2026;0511023 000047/2026;0;;Registro de preços realizado no SIRP;;;
2026;0511023 000048/2026;0;;Registro de preços realizado no SIRP;;;
2026;0511023 000049/2026;0;;Registro de preços realizado no SIRP;;;
2026;0511023 000050/2026;0;;Registro de preços realizado no SIRP;;;
2026;0511023 000051/2026;0;;Registro de preços realizado no SIRP;;;
2026;0511023 000052/2026;0;;Registro de preços realizado no SIRP;;;
2026;0511023 000053/2026;0;;Dispensa de Licitação - Por valor;;;
2026;0511023 000054/2026;0;;Registro de preços realizado no SIRP;;;
2026;0511023 000055/2026;0;;Registro de preços realizado no SIRP;;;
2026;0511023 000056/2026;0;;Registro de preços realizado no SIRP;;;
2026;0511023 000057/2026;0;;Registro de preços realizado no SIRP;;;
2026;0511023 000058/2026;0;;Registro de preços realizado no SIRP;;;
2026;0511023 000059/2026;0;;Registro de preços realizado no SIRP;;;
2026;0511023 000060/2026;0;;Registro de preços realizado no SIRP;;;
2026;0511023 000063/2026;0;;Registro de preços realizado no SIRP;;;
2026;0511023 000064/2026;0;;Registro de preços realizado no SIRP;;;
2026;0511023 000065/2026;0;;Registro de preços realizado no SIRP;;;
2026;0511023 000066/2026;0;;Registro de preços realizado no SIRP;;;
2026;0511023 000067/2026;0;;Registro de preços realizado no SIRP;;;
2026;0511023 000068/2026;0;;Registro de preços realizado no SIRP;;;
2026;0511023 000069/2026;0;;Registro de preços realizado no SIRP;;;
2026;0511023 000070/2026;0;;Registro de preços realizado no SIRP;;;
2026;0511023 000071/2026;0;;Registro de preços realizado no SIRP;;;
2026;0511023 000072/2026;0;;Registro de preços realizado no SIRP;;;
2026;0511023 000073/2026;0;;Registro de preços realizado no SIRP;;;
2026;0511023 000074/2026;0;;Registro de preços realizado no SIRP;;;
2026;0511023 000075/2026;0;;Registro de preços realizado no SIRP;;;
2026;0511023 000076/2026;0;;Registro de preços realizado no SIRP;;;
2026;0511023 000077/2026;0;;Registro de preços realizado no SIRP;;;
2026;0511023 000078/2026;0;;Registro de preços realizado no SIRP;;;
2026;0511023 000079/2026;0;;Registro de preços realizado no SIRP;;;
2026;0511023 000080/2026;0;;Registro de preços realizado no SIRP;;;
2026;0511023 000081/2026;0;;Registro de preços realizado no SIRP;;;
2026;0511023 000082/2026;0;;Registro de preços realizado no SIRP;;;
2026;0511023 000083/2026;0;;Registro de preços realizado no SIRP;;;
2026;0511023 000084/2026;0;;Registro de preços realizado no SIRP;;;
2026;0511023 000085/2026;0;;Registro de preços realizado no SIRP;;;
2026;0511023 000086/2026;0;;Registro de preços realizado no SIRP;;;
2026;0511023 000087/2026;0;;Registro de preços realizado no SIRP;;;
2026;0511023 000088/2026;0;;Registro de preços realizado no SIRP;;;
2026;0511023 000089/2026;0;;Registro de preços realizado no SIRP;;;
2026;0511023 000091/2026;0;;Registro de preços realizado no SIRP;;;
2026;0511023 000092/2026;0;;Registro de preços realizado no SIRP;;;
2026;0511023 000093/2026;0;;Registro de preços realizado no SIRP;;;
